batting-hand,bowler_type_way_out,innings,batsman_runs,batsman_balls,batsman_4s,batsman_6s,batting_position,dismissed_ball,wickets_fallen,runs_scored
right,Right-arm fast-medium_caught,1,23,35,0,0,6,44.3,6,223
right,Slow left-arm orthodox_caught,1,94,96,4,2,3,33.3,1,202
right,Slow left-arm orthodox_caught,2,53,58,1,2,6,36.1,6,193
right,Right-arm fast-medium_caught,1,68,58,5,2,5,48.4,3,382
right,Right-arm medium_bowled,1,9,21,1,0,6,24.2,4,110
right,Right-arm fast_bowled,1,95,130,6,2,5,48.2,9,188
right,Right-arm medium_bowled,2,8,18,0,0,6,26.1,5,129
right,Right-arm fast_caught,1,56,62,3,0,3,36.3,1,205
right,Legbreak googly_lbw,2,3,9,0,0,5,23.5,3,133
right,Right-arm fast-medium_caught,2,34,46,4,0,5,37.2,5,186
right,Left-arm fast_caught,1,124,107,9,3,5,49.3,4,352
right,Left-arm fast-medium_caught,2,26,46,2,0,5,31.2,4,145
right,Right-arm fast-medium_caught,2,6,15,0,0,5,23.3,3,162
right,Left-arm fast-medium_lbw,1,24,77,1,0,5,30.1,5,75
right,Right-arm fast-medium_caught,1,72,53,7,3,3,36.1,2,311
right,Right-arm offbreak_caught,1,107,111,8,2,5,49.3,5,300
right,Right-arm medium-fast_caught,1,37,70,3,0,5,31.2,3,170
right,Slow left-arm orthodox_caught,2,32,35,3,0,5,36.1,3,201
right,Right-arm fast-medium_caught,1,14,19,3,0,5,8.5,3,47
right,Right-arm fast-medium_caught,1,26,29,2,0,4,23.1,3,138
right,Right-arm fast_caught,2,9,7,0,1,5,27.2,3,156
right,Right-arm fast_bowled,2,56,71,2,1,4,42.2,4,210
right,Legbreak_caught,1,38,50,2,1,4,32.2,3,167
right,Right-arm medium-fast_caught,1,10,16,2,0,6,21.6,4,71
right,Right-arm offbreak_caught,1,38,75,3,0,6,38.3,5,199
right,Right-arm offbreak_bowled,2,67,100,5,1,5,46.5,9,225
right,Right-arm fast-medium_bowled,2,0,1,0,0,6,43.6,4,257
right,Left-arm fast-medium_bowled,1,38,61,1,0,5,43.1,5,172
right,Right-arm offbreak_caught,2,5,12,1,0,5,19.5,3,69
right,Slow left-arm orthodox_caught,2,2,8,0,0,6,28.4,4,123
right,Right-arm fast_caught,2,5,10,1,0,4,8.3,2,45
right,Right-arm medium-fast_caught,1,31,25,3,1,5,46.1,4,305
right,Slow left-arm orthodox_lbw,2,34,50,2,0,6,40.1,4,167
right,Legbreak_stumped,1,22,30,1,0,5,41.4,3,218
right,Right-arm fast_caught,2,7,8,1,0,6,37.3,4,187
right,Left-arm fast_lbw,1,25,42,2,0,6,41.4,5,205
right,Right-arm medium-fast_caught,1,33,36,2,0,7,49.3,5,272
right,Right-arm medium-fast_caught,1,6,5,1,0,6,20.3,4,164
right,Right-arm medium-fast_caught,1,69,103,5,0,6,44.1,5,170
right,Slow left-arm orthodox_caught,2,29,38,1,0,6,25.2,8,128
right,Right-arm fast-medium_caught,2,4,5,1,0,6,33.4,4,167
right,Right-arm fast-medium_caught,2,56,84,2,1,6,37.2,6,149
right,Right-arm fast-medium_lbw,2,14,49,0,0,6,32.5,6,126
right,Right-arm medium-fast_caught,1,35,29,3,1,6,49.2,5,307
right,Right-arm medium_caught,1,11,16,2,0,6,14.1,4,60
right,Right-arm fast_bowled,2,31,49,1,0,4,35.1,2,180
right,Right-arm fast_caught,1,58,38,8,1,7,48.5,6,290
right,Right-arm fast-medium_caught,1,36,55,1,3,6,34.4,6,131
right,Right-arm fast-medium_caught,2,32,25,0,4,6,44.2,5,271
right,Right-arm fast-medium_caught,1,72,66,7,2,6,49.2,5,270
right,Right-arm fast-medium_caught,2,19,21,2,0,6,39.1,4,213
right,Right-arm fast-medium_lbw,1,15,23,2,0,6,21.1,4,79
right,Left-arm fast-medium_caught,1,27,26,3,0,5,46.2,5,291
right,Right-arm medium_caught,1,0,4,0,0,6,12.6,4,66
right,Right-arm fast_bowled,1,27,35,1,0,6,46.1,5,197
right,Right-arm fast-medium_bowled,2,19,22,2,0,6,40.4,6,196
right,Right-arm fast_bowled,2,65,71,8,1,6,40.2,8,217
right,Right-arm fast-medium_caught,2,19,31,0,0,6,19.5,4,74
right,Left-arm fast-medium_caught,2,40,46,2,2,6,42.3,4,224
right,Left-arm medium-fast_caught,2,56,44,7,1,5,39.1,5,257
right,Left-arm medium-fast_caught,2,50,60,2,3,6,35.4,5,184
right,Right-arm offbreak_caught,2,47,72,3,0,6,44.1,7,181
right,Right-arm fast-medium_bowled,1,52,51,6,0,6,48.3,5,288
right,Right-arm fast-medium_caught,2,29,42,1,1,6,36.5,5,173
right,Right-arm medium-fast_bowled,2,8,21,0,0,6,25.1,4,114
right,Left-arm fast_bowled,1,19,31,2,0,6,44.2,4,237
right,Right-arm fast-medium_caught,1,34,61,1,0,6,36.1,5,137
right,Right-arm fast-medium_lbw,1,17,32,3,0,6,42.6,6,164
right,Right-arm fast-medium_caught,1,18,13,1,1,5,49.1,5,296
right,Right-arm fast_caught,1,18,11,3,0,6,48.5,6,302
right,Right-arm fast_caught,1,6,11,0,0,6,48.6,5,296
right,Slow left-arm orthodox_caught,2,5,7,0,0,6,25.3,4,128
right,Left-arm fast-medium_caught,1,47,75,3,0,4,39.3,5,174
right,Right-arm fast-medium_caught,1,69,77,6,1,4,45.2,4,268
right,Right-arm fast_caught,2,31,30,1,0,5,49.4,5,297
right,Right-arm fast_caught,2,47,61,5,0,4,41.5,2,193
right,Right-arm fast_caught,1,15,16,1,0,6,49.5,6,299
right,Legbreak googly_bowled,2,27,29,3,0,6,34.2,8,219
right,Left-arm fast-medium_caught,1,18,13,1,1,4,48.2,2,286
right,Right-arm fast-medium_caught,1,11,10,0,0,5,45.6,3,276
right,Right-arm fast-medium_caught,1,23,9,2,2,5,48.5,5,288
right,Right-arm fast-medium_caught,2,0,3,0,0,4,37.6,2,277
right,Right-arm medium_caught,2,34,42,1,1,5,49.2,3,325
right,Right-arm medium-fast_caught,2,39,65,3,0,5,39.3,5,172
right,Right-arm fast-medium_caught,2,80,91,6,3,4,35.5,2,192
right,Right-arm medium_bowled,2,11,31,0,0,4,29.2,3,135
right,Slow left-arm orthodox_lbw,1,41,59,4,1,4,37.3,2,190
right,Right-arm fast-medium_caught,2,6,6,1,0,5,11.5,3,63
right,Right-arm fast_caught,1,134,122,10,6,5,47.6,5,358
right,Right-arm fast-medium_caught,2,25,36,1,1,5,31.4,4,173
right,Right-arm medium-fast_caught,1,63,52,7,2,5,49.2,5,307
right,Right-arm medium-fast_caught,2,4,16,0,0,5,13.3,4,54
right,Right-arm fast-medium_caught,2,54,114,1,0,5,48.6,7,176
right,Left-arm fast-medium_caught,1,79,88,4,2,6,49.4,6,277
right,Right-arm fast-medium_caught,1,5,10,1,0,6,39.1,5,204
right,Right-arm fast-medium_bowled,2,13,10,1,1,7,47.5,6,301
right,Left-arm fast-medium_caught,1,25,42,2,0,6,40.6,4,201
right,Right-arm fast_caught,1,25,17,3,0,5,49.1,4,331
right,Right-arm medium-fast_caught,1,65,87,10,2,6,38.2,9,112
right,Right-arm medium-fast_lbw,1,7,5,0,1,4,47.3,2,354
right,Legbreak googly_caught,1,10,22,0,0,6,41.3,4,228
right,Right-arm fast_caught,1,13,17,1,0,7,48.2,6,265
