batting-hand,bowler_type_way_out,innings,batsman_runs,batsman_balls,batsman_4s,batsman_6s,batting_position,dismissed_ball,wickets_fallen,runs_scored
left,Right-arm offbreak_bowled,1,35,56,3,0,7,43.4,6,199
left,Right-arm medium-fast_caught,1,5,6,0,0,6,49.1,4,339
left,Right-arm medium-fast_caught,1,8,6,1,0,5,46.2,3,336
left,Legbreak_caught,1,2,3,0,0,7,43.3,5,245
left,Legbreak googly_stumped,2,9,10,1,0,7,15.2,6,93
left,Slow left-arm chinaman_bowled,2,2,8,0,0,7,32.2,5,148
left,Right-arm fast-medium_caught,1,20,18,0,1,7,48.6,6,237
left,Right-arm fast-medium_bowled,2,0,2,0,0,1,0.2,0,0
left,Legbreak_caught,2,51,76,3,1,2,25.4,3,104
left,Right-arm fast-medium_caught,2,3,4,0,0,2,2.1,0,8
left,Right-arm medium-fast_caught,2,4,15,0,0,2,7.3,0,26
left,Right-arm fast_caught,1,11,26,1,0,1,6.6,1,21
left,Right-arm offbreak_caught,1,114,94,12,1,2,37.3,2,227
left,Left-arm fast_caught,2,48,41,5,0,2,14.3,1,78
left,Legbreak_stumped,2,68,92,6,1,2,31.5,1,142
left,Right-arm medium_caught,1,31,24,2,1,2,8.2,1,50
left,Right-arm fast_caught,1,11,10,2,0,2,4.2,0,25
left,Slow left-arm orthodox_caught,2,24,42,3,0,2,14.3,1,52
left,Right-arm fast_caught,1,69,77,8,2,2,23.1,0,123
left,Right-arm medium_caught,1,15,16,2,0,2,6.2,0,27
left,Right-arm fast-medium_caught,2,16,35,2,0,2,8.4,0,23
left,Right-arm fast-medium_caught,2,17,21,3,0,2,6.3,0,26
left,Right-arm offbreak_bowled,1,116,127,11,2,2,43.3,5,237
left,Right-arm fast-medium_caught,2,35,32,5,0,2,14.1,1,67
left,Right-arm fast-medium_caught,2,41,38,6,1,2,10.3,1,55
left,Left-arm fast-medium_caught,2,7,15,1,0,1,6.2,0,26
left,Left-arm fast-medium_caught,2,95,86,14,0,2,26.1,0,176
left,Right-arm fast-medium_caught,1,8,6,2,0,2,1.6,0,14
left,Left-arm fast-medium_bowled,2,100,102,11,0,2,35.6,1,234
left,Slow left-arm orthodox_lbw,1,60,57,9,0,2,18.6,0,112
left,Right-arm medium-fast_caught,2,5,6,1,0,2,3.2,0,17
left,Slow left-arm orthodox_lbw,1,35,37,5,0,2,13.2,1,69
left,Right-arm medium-fast_caught,2,119,95,20,0,2,37.2,3,218
left,Right-arm fast_caught,2,12,13,3,0,2,5.1,0,14
left,Right-arm fast_caught,2,0,2,0,0,2,2.2,0,10
left,Left-arm medium-fast_caught,2,32,46,3,0,2,18.1,1,73
left,Right-arm medium-fast_bowled,2,12,22,2,0,1,7.4,0,22
left,Left-arm medium-fast_caught,2,28,25,4,1,2,9.2,0,64
left,Right-arm fast-medium_caught,2,9,28,1,0,2,9.5,1,20
left,Slow left-arm orthodox_lbw,2,28,44,5,0,2,11.2,0,50
left,Right-arm offbreak_bowled,1,94,114,7,1,2,39.3,3,196
left,Right-arm offbreak_lbw,1,10,13,2,0,2,2.6,0,18
left,Right-arm offbreak_bowled,2,60,78,4,1,2,24.3,1,123
left,Right-arm fast-medium_caught,1,11,22,2,0,2,7.1,0,19
left,Right-arm fast-medium_caught,2,16,23,1,0,2,7.2,0,35
left,Right-arm offbreak_bowled,2,31,44,4,1,2,13.6,2,49
left,Right-arm offbreak_bowled,2,68,92,9,0,2,28.4,5,134
left,Right-arm fast_bowled,1,1,9,0,0,2,1.4,0,4
left,Right-arm fast_caught,1,35,35,6,1,2,11.3,0,70
left,Right-arm offbreak_bowled,1,113,107,14,3,2,34.6,0,231
left,Legbreak_caught,2,79,80,7,1,2,26.4,1,140
left,Right-arm fast-medium_caught,2,91,79,8,1,2,33.6,2,201
left,Left-arm fast_caught,1,2,4,0,0,2,0.5,0,3
left,Right-arm fast-medium_caught,1,1,5,0,0,2,2.1,0,1
left,Left-arm fast_caught,1,8,13,0,0,2,6.1,0,24
left,Right-arm fast-medium_caught,1,38,65,4,0,2,20.1,0,83
left,Left-arm medium-fast_caught,1,137,146,16,2,2,43.4,2,261
left,Right-arm medium_caught,2,14,17,3,0,2,6.3,0,29
left,Right-arm fast_caught,2,9,14,1,0,2,4.1,0,11
left,Right-arm medium-fast_caught,2,100,85,11,5,2,27.4,1,190
left,Right-arm fast-medium_bowled,2,4,20,1,0,2,6.5,1,21
left,Slow left-arm orthodox_stumped,1,30,50,3,0,2,16.3,0,75
left,Right-arm fast-medium_caught,2,45,41,6,1,2,12.5,0,76
left,Right-arm fast_caught,2,30,38,3,0,2,15.6,0,95
left,Right-arm offbreak_caught,1,53,60,7,0,2,20.5,2,109
left,Right-arm fast-medium_caught,1,75,73,10,0,2,26.5,2,158
left,Right-arm fast_lbw,2,23,28,5,0,2,7.3,0,42
left,Right-arm fast_caught,1,23,34,4,0,2,12.3,1,59
left,Right-arm fast_caught,2,13,29,2,0,2,10.4,0,41
left,Right-arm fast_caught,1,7,15,0,0,2,7.5,1,35
left,Right-arm fast_caught,2,60,59,8,0,2,22.3,2,156
left,Right-arm fast-medium_caught,1,9,22,1,0,2,6.4,0,36
left,Left-arm fast-medium_caught,1,6,4,1,0,2,2.2,0,9
left,Right-arm fast-medium_bowled,1,68,91,9,0,2,26.5,1,134
left,Right-arm fast-medium_caught,2,126,113,14,2,2,37.3,1,277
left,Right-arm fast-medium_caught,2,78,56,7,3,2,18.2,0,123
left,Left-arm fast-medium_caught,2,1,10,0,0,2,3.6,0,13
left,Right-arm fast-medium_bowled,1,11,15,2,0,2,4.4,2,25
left,Legbreak_caught,1,68,65,6,1,2,24.3,0,136
left,Right-arm fast_caught,1,125,128,15,1,2,44.1,3,261
left,Legbreak googly_caught,2,78,83,12,1,2,30.1,1,151
left,Right-arm fast-medium_caught,2,46,34,7,1,2,14.4,0,87
left,Left-arm fast_caught,2,21,22,4,0,2,8.6,2,33
left,Legbreak_lbw,1,87,92,8,2,2,31.5,1,168
left,Right-arm offbreak_stumped,1,63,59,10,0,2,18.2,0,114
left,Right-arm fast-medium_caught,1,2,6,0,0,2,2.4,0,11
left,Right-arm fast-medium_caught,2,5,7,0,0,2,2.1,0,10
left,Right-arm fast-medium_caught,2,4,3,1,0,2,0.6,0,5
left,Slow left-arm orthodox_caught,2,49,50,6,1,2,16.3,1,113
left,Right-arm fast_bowled,2,5,3,1,0,2,2.1,0,9
left,Left-arm medium-fast_caught,1,4,6,1,0,2,1.3,0,6
left,Left-arm fast-medium_caught,1,9,12,1,0,2,3.2,0,16
left,Right-arm fast_caught,2,68,84,5,2,2,29.2,2,145
left,Right-arm medium-fast_caught,1,14,20,3,0,2,6.1,0,29
left,Right-arm medium_lbw,1,0,6,0,0,2,1.6,0,0
left,Slow left-arm orthodox_caught,1,68,67,9,0,2,21.1,0,115
left,Right-arm offbreak_caught,1,76,63,12,0,2,23.1,1,140
left,Right-arm fast_caught,1,109,105,10,2,2,35.3,2,206
left,Right-arm fast_caught,1,34,23,8,0,1,7.2,0,48
left,Right-arm fast_caught,2,18,34,2,0,1,12.4,1,80
right,Right-arm medium-fast_caught,2,43,39,4,1,3,19.2,2,138
right,Left-arm fast-medium_bowled,2,13,33,1,1,2,10.2,1,25
right,Left-arm fast-medium_caught,2,8,14,1,0,2,4.2,0,21
right,Left-arm fast-medium_caught,2,6,16,1,0,1,4.5,0,12
right,Left-arm fast_caught,1,45,70,4,1,2,17.5,0,69
right,Right-arm offbreak_caught,2,64,70,5,0,3,23.3,5,132
right,Slow left-arm orthodox_lbw,2,1,4,0,0,4,25.3,2,182
right,Right-arm fast-medium_caught,1,25,49,0,0,4,36.5,4,175
right,Right-arm fast-medium_caught,2,3,13,0,0,3,4.1,1,5
right,Slow left-arm orthodox_caught,1,22,42,3,0,3,14.6,3,51
right,Left-arm medium-fast_caught,1,21,26,4,0,3,12.6,1,58
right,Right-arm fast_bowled,1,66,76,3,1,3,47.6,6,284
right,Right-arm fast-medium_caught,2,53,55,7,1,2,18.4,1,113
right,Right-arm fast-medium_caught,2,11,10,1,1,3,9.1,1,43
right,Right-arm offbreak_caught,1,40,64,3,0,3,22.2,2,77
right,Right-arm fast-medium_bowled,2,4,9,0,0,3,9.2,1,34
right,Right-arm fast-medium_caught,1,62,70,5,2,3,23.6,1,147
right,Right-arm offbreak_caught,1,8,21,0,0,3,16.3,1,88
right,Right-arm medium-fast_caught,1,2,8,0,0,3,6.3,1,19
right,Right-arm fast_bowled,2,32,29,4,1,3,9.1,1,52
right,Slow left-arm orthodox_caught,2,91,91,9,3,3,35,4,195
right,Right-arm medium_caught,2,9,30,1,0,3,20.5,2,106
right,Right-arm fast-medium_caught,2,18,34,2,1,3,16.3,4,89
right,Left-arm fast_caught,1,21,28,4,0,3,10.4,2,55
right,Right-arm fast-medium_caught,1,30,22,5,0,2,7.4,0,63
right,Right-arm medium_caught,1,11,6,2,0,2,2.3,0,15
right,Right-arm fast_caught,1,0,1,0,0,2,0.2,0,2
right,Right-arm medium_lbw,2,0,1,0,0,2,0.2,0,1
right,Right-arm offbreak_caught,2,30,37,6,0,1,9.6,1,46
right,Right-arm offbreak_caught,1,70,102,3,1,1,36.4,3,161
right,Left-arm medium-fast_caught,1,30,25,5,0,1,8.4,0,62
right,Right-arm medium_caught,1,0,4,0,0,1,0.4,0,0
right,Left-arm fast_caught,2,39,39,4,2,1,14.5,2,80
right,Left-arm fast_caught,1,21,17,3,1,1,6.4,0,40
right,Right-arm fast_caught,2,65,70,9,0,1,23.6,2,112
right,Right-arm fast-medium_caught,1,44,75,3,1,1,24.5,1,141
right,Right-arm fast-medium_bowled,1,10,25,2,0,1,8.5,1,40
right,Legbreak googly_bowled,1,57,86,6,0,1,28.5,2,112
right,Right-arm medium_caught,1,17,29,3,0,1,9.5,0,53
right,Right-arm fast-medium_lbw,2,13,23,1,0,1,7.1,1,33
right,Right-arm fast_caught,1,1,14,0,0,1,5.6,1,16
right,Right-arm fast_bowled,1,39,65,3,0,1,21.3,2,84
right,Right-arm medium_caught,2,74,97,5,2,2,29.3,0,153
right,Right-arm offbreak_bowled,2,105,121,9,0,2,42.1,3,222
right,Right-arm fast-medium_bowled,1,70,66,9,0,2,24.4,3,130
right,Slow left-arm orthodox_stumped,1,85,69,7,5,2,22,1,154
right,Left-arm fast-medium_caught,1,7,17,1,0,2,6.4,0,25
right,Right-arm fast-medium_caught,1,58,73,8,0,2,24.6,1,131
right,Left-arm fast-medium_caught,1,7,13,1,0,2,4.5,0,13
right,Right-arm fast_caught,1,1,6,0,0,2,1.1,0,3
right,Right-arm offbreak_caught,2,51,81,5,0,2,25.5,2,121
right,Right-arm fast_lbw,1,11,15,2,0,2,5.1,0,24
right,Right-arm fast_lbw,2,0,3,0,0,2,0.6,0,8
right,Right-arm fast-medium_caught,1,0,10,0,0,1,2.4,0,0
right,Left-arm fast-medium_caught,1,5,18,1,0,1,5.2,0,15
right,Right-arm offbreak_bowled,2,38,36,6,1,2,9.5,1,70
right,Right-arm fast-medium_caught,2,25,24,4,0,1,10.1,3,49
right,Right-arm fast-medium_caught,2,8,13,1,0,2,3.6,0,18
right,Left-arm medium-fast_bowled,2,9,12,1,0,1,3.6,1,14
right,Right-arm fast-medium_lbw,1,2,17,0,0,1,3.6,1,3
right,Right-arm medium-fast_caught,1,1,7,0,0,1,1.4,0,5
right,Right-arm medium-fast_caught,1,81,119,4,2,1,41.4,2,203
right,Right-arm medium-fast_bowled,2,6,10,0,0,1,3.1,0,21
right,Right-arm fast-medium_caught,1,8,23,1,0,1,7.4,1,32
right,Right-arm offbreak_caught,1,44,65,5,1,1,20.5,1,114
right,Slow left-arm orthodox_caught,1,111,129,12,2,1,37.2,3,224
right,Right-arm fast-medium_lbw,2,35,27,6,1,1,8.1,1,58
right,Right-arm fast_caught,1,16,35,2,0,1,12.2,1,41
right,Right-arm fast-medium_caught,1,5,29,0,0,1,9.2,1,35
right,Right-arm fast-medium_caught,2,11,29,1,0,1,7.4,0,25
right,Left-arm fast_caught,2,12,19,1,0,1,5.1,1,21
right,Left-arm medium-fast_caught,1,58,78,7,0,1,23.6,1,125
right,Left-arm fast_caught,1,8,9,1,0,1,2.4,0,20
right,Right-arm fast-medium_caught,2,0,3,0,0,1,0.3,0,0
right,Right-arm fast-medium_caught,1,10,19,2,0,1,6.4,0,35
right,Right-arm medium_caught,2,20,27,1,1,1,7.3,1,41
right,Right-arm fast-medium_caught,1,0,1,0,0,1,0.1,0,0
right,Right-arm fast-medium_lbw,2,0,1,0,0,1,0.1,0,0
right,Left-arm fast_caught,2,39,48,7,0,1,18.3,2,101
right,Legbreak_caught,1,76,88,8,1,1,27.2,1,171
right,Right-arm fast-medium_caught,1,49,62,5,0,1,22.2,1,136
right,Right-arm fast-medium_caught,2,17,14,4,0,1,2.4,0,18
right,Right-arm fast-medium_bowled,2,22,22,3,0,1,9.3,1,112
right,Left-arm fast_caught,2,11,14,1,1,1,3.5,0,40
right,Slow left-arm orthodox_caught,2,105,100,11,2,1,30.4,2,164
right,Right-arm offbreak_bowled,1,15,34,1,1,1,11.2,1,33
right,Right-arm fast-medium_caught,2,22,18,4,0,1,6.3,1,52
right,Right-arm fast-medium_caught,1,50,54,6,1,1,17.6,1,114
right,Left-arm fast-medium_lbw,2,2,6,0,0,1,1.2,0,4
right,Right-arm fast-medium_caught,1,53,66,8,1,1,18.4,1,116
right,Right-arm fast-medium_caught,1,67,73,6,1,1,29.6,2,150
right,Right-arm fast-medium_caught,1,11,17,2,0,1,3.5,0,20
right,Legbreak googly_caught,1,42,50,6,0,1,20.5,1,100
right,Right-arm medium-fast_caught,2,25,23,2,1,4,27.6,2,148
right,Right-arm fast_caught,2,10,18,1,0,1,4.4,0,18
right,Slow left-arm orthodox_caught,2,79,56,9,4,1,16.3,2,164
right,Right-arm fast_caught,1,30,28,4,1,1,7.3,0,42
right,Right-arm fast-medium_lbw,1,27,14,1,3,1,4.5,1,45
right,Right-arm fast-medium_caught,1,102,109,9,3,1,38.1,2,206
right,Left-arm fast_caught,1,11,17,1,1,1,4.6,0,23
right,Legbreak_caught,2,82,81,8,3,1,26.2,1,165
right,Right-arm medium_caught,1,31,45,4,0,1,15.4,1,88
right,Legbreak googly_caught,1,59,61,4,3,1,19.5,2,131
right,Right-arm medium-fast_caught,1,12,11,3,0,1,1.6,0,14
right,Right-arm fast-medium_bowled,1,0,2,0,0,1,0.2,0,0
right,Right-arm fast-medium_lbw,1,27,21,2,2,1,6.4,0,46
right,Right-arm medium-fast_caught,1,72,84,12,0,1,25.1,1,138
right,Right-arm fast-medium_bowled,2,0,4,0,0,1,0.4,0,0
right,Legbreak googly_caught,2,114,102,10,6,1,32.6,4,185
right,Right-arm fast_caught,2,45,33,7,1,1,8.3,1,52
right,Right-arm offbreak_caught,2,34,40,3,0,1,15.1,2,79
right,Left-arm fast-medium_caught,1,15,19,1,1,1,5.1,0,31
right,Right-arm fast-medium_lbw,1,0,4,0,0,1,0.4,0,0
right,Right-arm medium_bowled,1,61,73,8,0,1,23.4,3,130
right,Right-arm fast_bowled,1,4,16,1,0,1,4.3,0,17
right,Right-arm fast-medium_caught,1,26,22,5,0,1,5.4,0,40
right,Right-arm fast-medium_caught,2,27,33,4,0,1,13.3,1,63
right,Right-arm fast_lbw,1,33,35,4,1,1,12.5,1,69
right,Right-arm medium-fast_caught,2,32,48,5,0,1,17.2,2,80
right,Right-arm medium_caught,1,11,9,2,0,1,2.4,0,20
right,Right-arm fast-medium_caught,2,10,14,1,0,1,5.1,0,44
right,Slow left-arm orthodox_caught,1,48,72,4,2,1,26.3,1,156
right,Legbreak_caught,2,31,49,3,0,1,15.1,1,89
right,Left-arm medium-fast_caught,1,100,126,10,1,1,41.2,2,213
right,Right-arm fast-medium_caught,2,13,29,2,0,1,9.3,2,27
right,Right-arm offbreak_caught,1,50,87,7,0,1,23.5,3,79
right,Right-arm fast-medium_caught,2,3,4,0,0,1,2.1,0,12
right,Right-arm fast-medium_caught,2,0,10,0,0,1,2.4,1,2
right,Legbreak_caught,1,47,68,3,1,1,20.6,4,79
right,Right-arm medium_bowled,1,0,9,0,0,4,6.5,2,28
right,Right-arm medium_caught,1,0,2,0,0,4,10.3,2,47
right,Right-arm fast-medium_bowled,2,13,27,1,0,6,15.5,4,41
right,Right-arm fast-medium_caught,2,108,132,6,2,5,49.3,9,232
right,Right-arm fast_caught,2,0,6,0,0,5,5.4,3,16
right,Slow left-arm orthodox_caught,2,25,51,0,0,3,25.1,2,113
right,Right-arm medium-fast_bowled,1,29,46,4,0,3,16.1,1,64
right,Right-arm medium-fast_lbw,1,21,50,1,0,3,15.2,3,49
right,Left-arm fast_bowled,2,42,63,1,0,5,36.2,4,179
right,Right-arm offbreak_caught,1,15,36,1,0,5,20.3,4,79
right,Right-arm offbreak_stumped,2,5,8,0,0,5,19.2,3,88
right,Right-arm fast_lbw,1,22,16,3,0,6,43.3,4,192
right,Right-arm fast-medium_caught,1,35,53,4,0,4,16.3,2,92
right,Right-arm offbreak_caught,1,4,8,0,0,5,41,3,261
right,Right-arm fast-medium_lbw,1,38,40,3,0,5,42.3,3,276
right,Left-arm fast-medium_caught,1,55,69,4,0,4,40.6,4,194
right,Left-arm fast-medium_caught,1,13,18,0,0,4,32.3,2,163
right,Right-arm medium-fast_caught,1,24,52,1,0,4,23.4,4,71
right,Right-arm fast-medium_lbw,2,58,65,4,1,4,36.5,4,195
right,Right-arm offbreak_bowled,1,9,17,1,0,4,18.3,2,97
right,Right-arm offbreak_lbw,2,3,12,0,0,5,13.4,3,75
right,Right-arm offbreak_caught,2,69,84,5,1,5,45.4,6,208
right,Legbreak_caught,1,5,6,0,0,7,26.6,5,117
right,Legbreak_bowled,1,21,29,2,0,5,27.4,4,105
right,Left-arm fast-medium_caught,2,5,15,1,0,4,7.1,2,21
right,Left-arm fast-medium_caught,1,6,17,1,0,3,9.2,1,27
right,Right-arm fast-medium_bowled,1,33,47,3,0,3,25.4,2,91
right,Right-arm fast-medium_caught,1,7,12,1,0,3,6.3,1,11
right,Right-arm fast-medium_caught,2,0,2,0,0,3,0.5,1,1
right,Right-arm offbreak_bowled,1,55,63,3,0,3,24.4,1,132
right,Right-arm offbreak_lbw,2,19,28,1,0,3,15.6,2,96
right,Right-arm fast_lbw,2,16,22,1,0,3,8.6,1,48
right,Right-arm fast-medium_caught,2,67,54,8,1,3,21.2,5,135
right,Right-arm medium-fast_caught,1,8,22,0,0,3,11.1,3,32
right,Right-arm fast_caught,1,47,55,3,0,3,31.4,1,144
right,Right-arm medium-fast_lbw,2,16,21,2,0,3,8.6,2,45
right,Slow left-arm orthodox_caught,1,71,88,7,0,3,32.6,2,153
right,Slow left-arm orthodox_stumped,1,77,87,5,1,3,34.1,2,174
right,Right-arm fast-medium_bowled,1,65,74,4,1,3,32.5,1,189
right,Right-arm fast_caught,1,88,91,8,1,3,37.3,2,193
right,Left-arm fast_caught,1,10,19,2,0,3,9.6,1,44
right,Slow left-arm orthodox_caught,2,46,52,6,0,3,21.2,3,115
right,Left-arm fast_bowled,1,123,105,12,0,3,49.6,4,299
right,Legbreak googly_caught,1,97,119,8,0,3,42.1,2,202
right,Right-arm offbreak_caught,2,15,22,1,0,3,10.1,2,76
right,Right-arm medium-fast_bowled,2,103,107,6,1,3,43.6,4,230
right,Right-arm medium-fast_caught,1,26,32,4,0,3,12.5,2,60
right,Right-arm offbreak_caught,2,54,83,4,0,3,27.1,4,121
right,Left-arm fast_caught,1,112,88,14,1,3,38.6,2,250
right,Legbreak_caught,1,57,65,5,1,3,33.3,2,193
right,Right-arm medium-fast_caught,2,38,45,6,0,3,17.5,3,106
right,Left-arm fast-medium_caught,2,33,45,4,0,3,18.4,1,111
right,Slow left-arm orthodox_caught,2,1,2,0,0,3,4.5,1,33
right,Right-arm fast_caught,1,33,35,5,0,3,15.6,1,89
right,Right-arm fast_bowled,2,6,11,1,0,3,8.5,1,81
right,Left-arm fast_caught,1,12,33,1,0,3,12.2,2,39
right,Legbreak_caught,2,45,43,8,0,3,13.5,2,94
right,Right-arm fast-medium_caught,1,93,88,12,1,3,35.4,2,235
right,Left-arm fast-medium_caught,2,118,113,12,1,3,38.5,2,242
right,Left-arm fast-medium_caught,1,90,70,12,1,3,41.3,3,250
right,Right-arm fast-medium_bowled,1,50,65,5,0,3,19.5,1,101
right,Right-arm fast-medium_bowled,1,97,102,11,1,3,36.3,2,176
right,Right-arm offbreak_caught,1,90,109,8,1,3,40.2,4,202
right,Legbreak googly_caught,2,47,69,4,1,3,22.2,1,107
right,Slow left-arm orthodox_bowled,2,7,13,1,0,3,31.3,1,140
right,Legbreak googly_bowled,2,39,59,4,0,3,23.5,1,102
right,Slow left-arm orthodox_caught,1,59,73,7,0,3,32.1,4,163
right,Right-arm fast_caught,1,12,12,1,0,3,6.3,2,53
right,Right-arm offbreak_caught,1,61,72,7,0,3,23.2,1,125
right,Right-arm medium-fast_bowled,1,10,17,0,0,3,15.3,2,70
right,Legbreak_stumped,2,84,86,9,3,3,28.3,2,180
right,Right-arm fast-medium_caught,1,0,8,0,0,3,12.4,1,81
right,Legbreak googly_caught,1,60,74,5,1,3,29.2,3,158
right,Right-arm fast-medium_bowled,1,18,28,1,0,3,18.2,1,123
right,Right-arm fast-medium_caught,1,3,9,0,0,3,4.6,1,29
right,Legbreak_caught,1,118,128,14,1,3,42.4,4,213
right,Right-arm offbreak_lbw,1,22,27,3,0,3,12.6,1,80
right,Legbreak_caught,1,41,59,4,0,3,35.2,2,184
right,Slow left-arm orthodox_caught,2,27,40,4,0,3,14.4,2,63
right,Right-arm fast-medium_caught,2,9,16,2,0,3,7.5,1,34
right,Right-arm fast_caught,2,81,80,5,2,3,39.1,5,232
right,Left-arm fast-medium_lbw,2,13,12,2,0,3,13.6,1,74
right,Right-arm fast_caught,1,31,36,5,0,3,14.2,1,79
right,Right-arm fast_caught,1,14,35,2,0,3,10.5,1,37
right,Right-arm medium_caught,1,24,34,2,0,3,13.6,1,87
right,Right-arm fast_caught,1,36,42,5,0,3,14.5,1,76
right,Right-arm fast-medium_bowled,2,23,40,0,1,3,14.5,2,48
right,Legbreak googly_lbw,2,21,24,3,0,3,12.2,1,77
right,Right-arm fast_caught,2,87,98,8,0,3,30.2,2,158
right,Slow left-arm chinaman_caught,2,6,8,0,0,3,12.3,1,62
right,Right-arm fast-medium_lbw,1,3,14,0,0,3,5.4,1,25
right,Legbreak googly_caught,2,64,84,8,0,3,28.4,2,168
right,Right-arm medium-fast_bowled,2,38,45,5,0,3,31.4,2,175
right,Left-arm medium-fast_caught,1,115,117,8,1,3,47.2,4,288
right,Right-arm medium_caught,2,19,28,2,0,3,9.3,1,47
right,Left-arm medium-fast_caught,1,73,101,7,0,3,33.2,2,158
right,Slow left-arm orthodox_caught,2,32,54,1,0,3,34.6,4,154
right,Right-arm medium_caught,1,22,36,0,0,3,17.2,1,101
right,Left-arm fast-medium_caught,2,8,23,1,0,3,8.5,1,27
right,Right-arm fast-medium_caught,2,45,48,3,1,3,16.1,2,86
right,Right-arm fast_bowled,1,14,25,1,0,3,9.4,1,26
right,Right-arm medium-fast_caught,1,51,59,8,0,3,26.2,2,129
right,Right-arm fast-medium_caught,1,8,7,1,0,8,49.5,7,377
right,Right-arm fast-medium_caught,1,17,14,2,1,3,8.4,2,56
right,Right-arm fast_lbw,1,0,9,0,0,3,8.5,1,47
right,Right-arm fast_caught,1,53,66,5,1,3,21.2,2,88
right,Legbreak_caught,1,77,64,13,0,3,19.4,1,136
right,Left-arm fast-medium_caught,1,67,95,6,0,3,29.1,2,124
right,Legbreak googly_lbw,1,69,69,9,0,3,26.6,3,146
right,Right-arm fast-medium_caught,1,4,2,1,0,3,3.2,1,23
right,Right-arm fast-medium_caught,1,1,8,0,0,3,5.2,1,18
right,Right-arm fast-medium_caught,1,33,36,5,1,3,23.5,3,121
right,Right-arm medium-fast_caught,2,4,6,1,0,4,5.6,2,16
right,Right-arm offbreak_caught,1,94,73,7,5,4,43.3,4,277
right,Legbreak googly_caught,2,57,72,10,0,4,27.3,3,117
right,Legbreak googly_lbw,1,62,94,10,0,3,27.6,3,99
right,Right-arm fast-medium_caught,2,20,22,3,0,3,13.5,2,74
right,Right-arm fast-medium_caught,1,4,7,0,0,3,14.6,1,79
right,Left-arm medium-fast_caught,2,29,34,3,0,3,27.2,1,203
right,Right-arm fast-medium_caught,2,1,7,0,0,3,5.3,1,43
right,Right-arm offbreak_caught,2,4,17,0,0,3,5.6,1,15
right,Right-arm fast_caught,1,102,107,9,1,3,37.4,3,216
right,Left-arm fast-medium_caught,1,54,76,4,0,3,36.6,4,194
right,Right-arm fast-medium_caught,2,11,10,2,0,3,11.5,1,94
right,Right-arm medium-fast_bowled,1,27,29,4,0,3,14.5,1,82
right,Legbreak googly_caught,1,86,80,8,1,3,31.3,2,180
right,Right-arm fast-medium_caught,2,0,1,0,0,3,2.2,1,10
right,Right-arm fast-medium_caught,1,0,1,0,0,6,44.6,4,263
right,Right-arm offbreak_caught,1,1,8,0,0,3,4.1,1,13
right,Slow left-arm orthodox_bowled,1,36,37,5,0,3,27.1,2,150
right,Legbreak googly_lbw,1,19,48,2,0,3,23.3,3,99
right,Right-arm fast-medium_caught,1,1,10,0,0,3,7.4,1,28
right,Right-arm medium-fast_caught,2,2,8,0,0,5,15.5,3,67
right,Right-arm medium-fast_caught,2,10,24,1,0,3,10.5,1,30
right,Right-arm fast-medium_caught,2,0,4,0,0,3,6.5,1,47
right,Right-arm fast-medium_caught,2,19,34,1,0,3,13.4,2,62
right,Right-arm fast-medium_bowled,2,36,44,4,0,3,23.6,2,110
right,Right-arm fast-medium_caught,1,28,9,2,3,3,5.6,1,42
left,Right-arm offbreak_caught,1,3,10,0,0,6,34.3,4,148
left,Right-arm offbreak_bowled,2,20,31,0,1,5,27.4,4,133
left,Right-arm offbreak_caught,2,7,11,1,0,6,35.2,4,173
left,Right-arm fast-medium_caught,2,5,7,0,0,8,35.6,6,167
left,Right-arm fast-medium_bowled,2,25,29,3,0,8,48.1,6,219
left,Left-arm fast-medium_caught,2,27,25,2,1,8,46.5,8,240
left,Left-arm fast-medium_bowled,1,21,20,2,0,7,42.6,5,206
left,Right-arm fast_caught,1,0,1,0,0,8,48.5,6,296
left,Slow left-arm orthodox_caught,1,15,39,0,0,3,22.4,2,91
left,Left-arm fast-medium_caught,1,70,84,6,1,3,35.6,3,206
left,Right-arm fast-medium_caught,2,0,6,0,0,3,8.3,1,29
left,Right-arm offbreak_bowled,2,5,7,0,0,5,39.2,3,192
left,Slow left-arm orthodox_caught,2,4,9,0,0,5,24.3,5,89
left,Right-arm medium-fast_caught,1,0,1,0,0,3,6.5,1,37
left,Slow left-arm orthodox_caught,2,23,29,3,0,7,32.4,6,126
left,Right-arm offbreak_caught,1,2,7,0,0,7,35.4,5,149
left,Slow left-arm orthodox_stumped,2,16,27,0,0,8,39.5,6,243
left,Right-arm offbreak_caught,1,6,6,1,0,8,44.6,6,219
left,Left-arm fast-medium_bowled,1,10,15,1,0,5,28.2,4,195
left,Left-arm fast-medium_caught,2,28,17,2,1,5,21.4,3,163
left,Left-arm medium-fast_bowled,1,68,47,7,2,5,43.6,7,298
left,Left-arm medium-fast_caught,2,17,13,3,0,5,6.3,3,40
left,Left-arm fast_caught,2,13,23,1,0,5,32.1,3,172
left,Right-arm offbreak_caught,1,14,20,1,0,5,39.2,3,231
left,Right-arm medium_bowled,2,41,54,5,0,5,33.3,3,180
left,Right-arm medium_lbw,1,42,51,6,1,5,19.6,6,85
left,Right-arm fast-medium_bowled,1,57,38,4,3,6,46.3,5,371
left,Right-arm fast_bowled,2,0,6,0,0,5,36.4,3,176
left,Right-arm fast-medium_caught,1,53,37,5,2,6,47.2,6,291
